C:\Users\jonathans\PycharmProjects\PSSEDYN\SampleSystem\OUT\out_dyntools_demo_bus154_fault.out
                     1              2              21             22      
        Time(s) ANGL 2[BUS 2 1 ANGL 3[BUS 3 1 VOLT 2 [BUS 2  VOLT 3 [BUS 3 
                       8.000]1        3.800]1        18.000]        13.800]
        87.9672        24128.4        24145.5        0.96877        1.07599
        87.9756        24135.2        24152.3       0.968772        1.07599
        87.9839        24142.1        24159.2       0.968774        1.07599
        87.9922        24148.9          24166       0.968775        1.07599
        88.0006        24155.8        24172.9       0.968777        1.07599
        88.0089        24162.6        24179.7       0.968778        1.07599
        88.0172        24169.5        24186.6        0.96878        1.07599
        88.0256        24176.3        24193.4       0.968782          1.076
        88.0339        24183.2        24200.3       0.968783          1.076
        88.0422          24190        24207.1       0.968785          1.076
        88.0506        24196.9          24214       0.968787          1.076
        88.0589        24203.7        24220.8       0.968788          1.076
        88.0672        24210.6        24227.7        0.96879          1.076
        88.0756        24217.4        24234.5       0.968792          1.076
        88.0839        24224.3        24241.4       0.968793          1.076
        88.0922        24231.1        24248.2       0.968795        1.07601
        88.1005          24238        24255.1       0.968797        1.07601
        88.1089        24244.8        24261.9       0.968799        1.07601
        88.1172        24251.7        24268.8         0.9688        1.07601
        88.1255        24258.5        24275.6       0.968802        1.07601
        88.1339        24265.4        24282.5       0.968804        1.07601
        88.1422        24272.2        24289.3       0.968805        1.07601
        88.1505        24279.1        24296.2       0.968807        1.07601
        88.1589        24285.9          24303       0.968809        1.07602
        88.1672        24292.8        24309.9       0.968812        1.07602
        88.1755        24299.6        24316.7       0.968814        1.07602
        88.1839        24306.5        24323.6       0.968816        1.07602
        88.1922        24313.3        24330.4       0.968817        1.07602
        88.2005        24320.2        24337.3       0.968819        1.07602
        88.2089          24327        24344.1       0.968821        1.07603
        88.2172        24333.9          24351       0.968823        1.07603
        88.2255        24340.8        24357.8       0.968825        1.07603
        88.2338        24347.6        24364.7       0.968826        1.07603
        88.2422        24354.5        24371.5       0.968827        1.07603
        88.2505        24361.3        24378.4       0.968829        1.07603
        88.2588        24368.2        24385.2        0.96883        1.07603
        88.2672          24375        24392.1       0.968831        1.07603
        88.2755        24381.9          24399       0.968833        1.07603
        88.2838        24388.7        24405.8       0.968834        1.07603
        88.2922        24395.6        24412.7       0.968835        1.07604
        88.3005        24402.4        24419.5       0.968836        1.07604
        88.3088        24409.3        24426.4       0.968838        1.07604
        88.3172        24416.1        24433.2       0.968839        1.07604
        88.3255          24423        24440.1        0.96884        1.07604
        88.3338        24429.8        24446.9       0.968842        1.07604
        88.3422        24436.7        24453.8       0.968843        1.07604
        88.3505        24443.5        24460.6       0.968844        1.07605
        88.3588        24450.4        24467.5       0.968844        1.07605
        88.3671        24457.2        24474.3       0.968845        1.07605
        88.3755        24464.1        24481.2       0.968846        1.07605
        88.3838          24471          24488       0.968847        1.07605
        88.3921        24477.8        24494.9       0.968848        1.07605
        88.4005        24484.7        24501.8       0.968849        1.07605
        88.4088        24491.5        24508.6       0.968851        1.07606
        88.4171        24498.4        24515.5       0.968852        1.07606
        88.4255        24505.2        24522.3       0.968853        1.07606
        88.4338        24512.1        24529.2       0.968854        1.07606
        88.4421        24518.9          24536       0.968855        1.07606
        88.4505        24525.8        24542.9       0.968856        1.07607
        88.4588        24532.6        24549.7       0.968858        1.07607
        88.4671        24539.5        24556.6       0.968859        1.07607
        88.4755        24546.3        24563.4       0.968861        1.07607
        88.4838        24553.2        24570.3       0.968863        1.07608
        88.4921          24560        24577.1       0.968864        1.07608
        88.5005        24566.9          24584       0.968867        1.07608
        88.5088        24573.7        24590.8       0.968869        1.07608
        88.5171        24580.6        24597.7       0.968871        1.07608
        88.5254        24587.5        24604.6       0.968873        1.07609
        88.5338        24594.3        24611.4       0.968875        1.07609
        88.5421        24601.2        24618.3       0.968877        1.07609
        88.5504          24608        24625.1       0.968879        1.07609
        88.5588        24614.9          24632        0.96888        1.07609
        88.5671        24621.7        24638.8       0.968882        1.07609
        88.5754        24628.6        24645.7       0.968884        1.07609
        88.5838        24635.4        24652.5       0.968886         1.0761
        88.5921        24642.3        24659.4       0.968888         1.0761
        88.6004        24649.1        24666.2        0.96889         1.0761
        88.6088          24656        24673.1       0.968891         1.0761
        88.6171        24662.8        24679.9       0.968893         1.0761
        88.6254        24669.7        24686.8       0.968894         1.0761
        88.6338        24676.6        24693.6       0.968895         1.0761
        88.6421        24683.4        24700.5       0.968897         1.0761
        88.6504        24690.3        24707.3       0.968898         1.0761
        88.6587        24697.1        24714.2         0.9689         1.0761
        88.6671          24704        24721.1       0.968901        1.07611
        88.6754        24710.8        24727.9       0.968903        1.07611
        88.6837        24717.7        24734.8       0.968904        1.07611
        88.6921        24724.5        24741.6       0.968906        1.07611
        88.7004        24731.4        24748.5       0.968907        1.07611
        88.7087        24738.2        24755.3       0.968909        1.07611
        88.7171        24745.1        24762.2        0.96891        1.07611
        88.7254          24752          24769       0.968911        1.07612
        88.7337        24758.8        24775.9       0.968913        1.07612
        88.7421        24765.7        24782.7       0.968914        1.07612
        88.7504        24772.5        24789.6       0.968915        1.07612
        88.7587        24779.4        24796.5       0.968916        1.07612
        88.7671        24786.2        24803.3       0.968917        1.07612
        88.7754        24793.1        24810.2       0.968918        1.07612
        88.7837        24799.9          24817       0.968919        1.07613
         88.792        24806.8        24823.9        0.96892        1.07613
        88.8004        24813.6        24830.7       0.968921        1.07613
        88.8087        24820.5        24837.6       0.968922        1.07613
         88.817        24827.3        24844.5       0.968923        1.07613
        88.8254        24834.2        24851.3       0.968924        1.07613
        88.8337        24841.1        24858.2       0.968926        1.07614
         88.842        24847.9          24865       0.968928        1.07614
        88.8504        24854.8        24871.9        0.96893        1.07614
        88.8587        24861.6        24878.7       0.968932        1.07614
         88.867        24868.5        24885.6       0.968934        1.07615
        88.8754        24875.3        24892.4       0.968936        1.07615
        88.8837        24882.2        24899.3       0.968938        1.07615
         88.892          24889        24906.1        0.96894        1.07615
        88.9004        24895.9          24913       0.968942        1.07615
        88.9087        24902.8        24919.8       0.968943        1.07615
         88.917        24909.6        24926.7       0.968945        1.07615
        88.9253        24916.5        24933.6       0.968947        1.07616
        88.9337        24923.3        24940.4       0.968949        1.07616
         88.942        24930.2        24947.3        0.96895        1.07616
        88.9503          24937        24954.1       0.968952        1.07616
        88.9587        24943.9          24961       0.968953        1.07616
         88.967        24950.8        24967.8       0.968954        1.07616
        88.9753        24957.6        24974.7       0.968955        1.07616
        88.9837        24964.5        24981.5       0.968957        1.07616
         88.992        24971.3        24988.4       0.968958        1.07616
        89.0003        24978.2        24995.3       0.968959        1.07616
        89.0087          24985        25002.1       0.968961        1.07616
         89.017        24991.9          25009       0.968962        1.07616
        89.0253        24998.7        25015.8       0.968963        1.07617
        89.0337        25005.6        25022.7       0.968965        1.07617
         89.042        25012.5        25029.5       0.968966        1.07617
        89.0503        25019.3        25036.4       0.968967        1.07617
        89.0586        25026.2        25043.3       0.968969        1.07617
         89.067          25033        25050.1       0.968971        1.07617
        89.0753        25039.9          25057       0.968972        1.07617
        89.0836        25046.7        25063.8       0.968973        1.07618
         89.092        25053.6        25070.7       0.968974        1.07618
        89.1003        25060.4        25077.5       0.968976        1.07618
        89.1086        25067.3        25084.4       0.968976        1.07618
         89.117        25074.2        25091.2       0.968977        1.07618
        89.1253          25081        25098.1       0.968978        1.07618
        89.1336        25087.9          25105       0.968979        1.07618
         89.142        25094.7        25111.8        0.96898        1.07618
        89.1503        25101.6        25118.7       0.968981        1.07619
        89.1586        25108.4        25125.5       0.968982        1.07619
         89.167        25115.3        25132.4       0.968983        1.07619
        89.1753        25122.2        25139.2       0.968984        1.07619
        89.1836          25129        25146.1       0.968986        1.07619
        89.1919        25135.9          25153       0.968988        1.07619
        89.2003        25142.7        25159.8       0.968989         1.0762
        89.2086        25149.6        25166.7       0.968991         1.0762
        89.2169        25156.4        25173.5       0.968993         1.0762
        89.2253        25163.3        25180.4       0.968995         1.0762
        89.2336        25170.2        25187.2       0.968997         1.0762
        89.2419          25177        25194.1       0.968999        1.07621
        89.2503        25183.9          25201          0.969        1.07621
        89.2586        25190.7        25207.8       0.969002        1.07621
        89.2669        25197.6        25214.7       0.969004        1.07621
        89.2753        25204.4        25221.5       0.969006        1.07621
        89.2836        25211.3        25228.4       0.969007        1.07621
        89.2919        25218.2        25235.2       0.969009        1.07621
        89.3003          25225        25242.1       0.969011        1.07621
        89.3086        25231.9        25248.9       0.969012        1.07621
        89.3169        25238.7        25255.8       0.969013        1.07622
        89.3252        25245.6        25262.7       0.969014        1.07622
        89.3336        25252.4        25269.5       0.969016        1.07622
        89.3419        25259.3        25276.4       0.969017        1.07622
        89.3502        25266.2        25283.2       0.969018        1.07622
        89.3586          25273        25290.1       0.969019        1.07622
        89.3669        25279.9          25297       0.969021        1.07622
        89.3752        25286.7        25303.8       0.969022        1.07622
        89.3836        25293.6        25310.7       0.969023        1.07622
        89.3919        25300.4        25317.5       0.969025        1.07622
        89.4002        25307.3        25324.4       0.969026        1.07623
        89.4086        25314.2        25331.2       0.969027        1.07623
        89.4169          25321        25338.1       0.969028        1.07623
        89.4252        25327.9          25345        0.96903        1.07623
        89.4336        25334.7        25351.8       0.969031        1.07623
        89.4419        25341.6        25358.7       0.969032        1.07623
        89.4502        25348.5        25365.5       0.969033        1.07623
        89.4585        25355.3        25372.4       0.969034        1.07623
        89.4669        25362.2        25379.2       0.969035        1.07624
        89.4752          25369        25386.1       0.969036        1.07624
        89.4835        25375.9          25393       0.969037        1.07624
        89.4919        25382.7        25399.8       0.969038        1.07624
        89.5002        25389.6        25406.7       0.969038        1.07624
        89.5085        25396.5        25413.5        0.96904        1.07624
        89.5169        25403.3        25420.4       0.969041        1.07624
        89.5252        25410.2        25427.3       0.969042        1.07625
        89.5335          25417        25434.1       0.969043        1.07625
        89.5419        25423.9          25441       0.969045        1.07625
        89.5502        25430.7        25447.8       0.969046        1.07625
        89.5585        25437.6        25454.7       0.969048        1.07625
        89.5669        25444.5        25461.6       0.969049        1.07626
        89.5752        25451.3        25468.4       0.969051        1.07626
        89.5835        25458.2        25475.3       0.969052        1.07626
        89.5919          25465        25482.1       0.969054        1.07626
        89.6002        25471.9          25489       0.969055        1.07626
        89.6085        25478.8        25495.8       0.969057        1.07626
        89.6168        25485.6        25502.7       0.969059        1.07627
        89.6252        25492.5        25509.6       0.969061        1.07627
        89.6335        25499.3        25516.4       0.969063        1.07627
        89.6418        25506.2        25523.3       0.969065        1.07627
        89.6502          25513        25530.1       0.969067        1.07627
        89.6585        25519.9          25537       0.969068        1.07627
        89.6668        25526.8        25543.8        0.96907        1.07627
        89.6752        25533.6        25550.7       0.969072        1.07627
        89.6835        25540.5        25557.6       0.969073        1.07627
        89.6918        25547.3        25564.4       0.969075        1.07627
        89.7002        25554.2        25571.3       0.969076        1.07628
        89.7085        25561.1        25578.1       0.969077        1.07628
        89.7168        25567.9          25585       0.969078        1.07628
        89.7252        25574.8        25591.9       0.969079        1.07628
        89.7335        25581.6        25598.7       0.969081        1.07628
        89.7418        25588.5        25605.6       0.969082        1.07628
        89.7501        25595.4        25612.4       0.969083        1.07628
        89.7585        25602.2        25619.3       0.969084        1.07628
        89.7668        25609.1        25626.2       0.969085        1.07628
        89.7751        25615.9          25633       0.969087        1.07628
        89.7835        25622.8        25639.9       0.969088        1.07628
        89.7918        25629.7        25646.7       0.969089        1.07628
        89.8001        25636.5        25653.6        0.96909        1.07629
        89.8085        25643.4        25660.5       0.969091        1.07629
        89.8168        25650.2        25667.3       0.969093        1.07629
        89.8251        25657.1        25674.2       0.969094        1.07629
        89.8335          25664          25681       0.969095        1.07629
        89.8418        25670.8        25687.9       0.969096        1.07629
        89.8501        25677.7        25694.8       0.969096        1.07629
        89.8585        25684.5        25701.6       0.969097        1.07629
        89.8668        25691.4        25708.5       0.969098         1.0763
        89.8751        25698.3        25715.3       0.969099         1.0763
        89.8834        25705.1        25722.2       0.969099         1.0763
        89.8918          25712        25729.1       0.969101         1.0763
        89.9001        25718.8        25735.9       0.969102         1.0763
        89.9084        25725.7        25742.8       0.969103         1.0763
        89.9168        25732.6        25749.6       0.969103         1.0763
        89.9251        25739.4        25756.5       0.969105        1.07631
        89.9334        25746.3        25763.4       0.969106        1.07631
        89.9418        25753.1        25770.2       0.969108        1.07631
        89.9501          25760        25777.1       0.969109        1.07631
        89.9584        25766.9        25783.9       0.969111        1.07631
        89.9668        25773.7        25790.8       0.969112        1.07632
        89.9751        25780.6        25797.7       0.969113        1.07632
        89.9834        25787.4        25804.5       0.969115        1.07632
        89.9918        25794.3        25811.4       0.969116        1.07632
        90.0001        25801.1        25818.2       0.969118        1.07632
        90.0084          25808        25825.1       0.969119        1.07632
        90.0167        25814.9          25832       0.969121        1.07632
        90.0251        25821.7        25838.8       0.969123        1.07633
        90.0334        25828.6        25845.7       0.969125        1.07633
        90.0417        25835.5        25852.5       0.969127        1.07633
        90.0501        25842.3        25859.4       0.969128        1.07633
        90.0584        25849.2        25866.3        0.96913        1.07633
        90.0667          25856        25873.1       0.969132        1.07633
        90.0751        25862.9          25880       0.969133        1.07633
        90.0834        25869.8        25886.8       0.969135        1.07633
        90.0917        25876.6        25893.7       0.969137        1.07633
        90.1001        25883.5        25900.6       0.969138        1.07633
        90.1084        25890.3        25907.4       0.969139        1.07633
        90.1167        25897.2        25914.3        0.96914        1.07633
        90.1251        25904.1        25921.1       0.969142        1.07634
        90.1334        25910.9          25928       0.969143        1.07634
        90.1417        25917.8        25934.9       0.969144        1.07634
          90.15        25924.7        25941.7       0.969145        1.07634
        90.1584        25931.5        25948.6       0.969146        1.07634
        90.1667        25938.4        25955.4       0.969148        1.07634
         90.175        25945.2        25962.3       0.969149        1.07634
        90.1834        25952.1        25969.2        0.96915        1.07634
        90.1917          25959          25976       0.969151        1.07634
           90.2        25965.8        25982.9       0.969152        1.07634
        90.2084        25972.7        25989.8       0.969153        1.07634
        90.2167        25979.5        25996.6       0.969154        1.07635
         90.225        25986.4        26003.5       0.969155        1.07635
        90.2334        25993.3        26010.3       0.969156        1.07635
        90.2417        26000.1        26017.2       0.969157        1.07635
          90.25          26007        26024.1       0.969157        1.07635
        90.2584        26013.8        26030.9       0.969158        1.07635
        90.2667        26020.7        26037.8       0.969159        1.07635
         90.275        26027.6        26044.6        0.96916        1.07635
        90.2833        26034.4        26051.5        0.96916        1.07635
        90.2917        26041.3        26058.4       0.969161        1.07636
           90.3        26048.2        26065.2       0.969162        1.07636
        90.3083          26055        26072.1       0.969163        1.07636
        90.3167        26061.9          26079       0.969163        1.07636
         90.325        26068.7        26085.8       0.969164        1.07636
        90.3333        26075.6        26092.7       0.969166        1.07636
        90.3417        26082.5        26099.5       0.969167        1.07637
          90.35        26089.3        26106.4       0.969168        1.07637
        90.3583        26096.2        26113.3        0.96917        1.07637
        90.3667          26103        26120.1       0.969171        1.07637
         90.375        26109.9          26127       0.969172        1.07637
        90.3833        26116.8        26133.9       0.969174        1.07637
        90.3917        26123.6        26140.7       0.969175        1.07638
           90.4        26130.5        26147.6       0.969176        1.07638
        90.4083        26137.3        26154.4       0.969178        1.07638
        90.4166        26144.2        26161.3       0.969179        1.07638
         90.425        26151.1        26168.2        0.96918        1.07638
        90.4333        26157.9          26175       0.969182        1.07638
        90.4416        26164.8        26181.9       0.969183        1.07638
          90.45        26171.7        26188.7       0.969185        1.07638
        90.4583        26178.5        26195.6       0.969187        1.07639
        90.4666        26185.4        26202.5       0.969189        1.07639
         90.475        26192.2        26209.3       0.969191        1.07639
        90.4833        26199.1        26216.2       0.969193        1.07639
        90.4916          26206        26223.1       0.969194        1.07639
           90.5        26212.8        26229.9       0.969196        1.07639
        90.5083        26219.7        26236.8       0.969198        1.07639
        90.5166        26226.6        26243.6       0.969199        1.07639
         90.525        26233.4        26250.5       0.969201        1.07639
        90.5333        26240.3        26257.4       0.969203        1.07639
        90.5416        26247.2        26264.2       0.969204        1.07639
        90.5499          26254        26271.1       0.969206        1.07639
        90.5583        26260.9        26277.9       0.969208        1.07639
        90.5666        26267.7        26284.8       0.969209         1.0764
        90.5749        26274.6        26291.7        0.96921         1.0764
        90.5833        26281.5        26298.5       0.969211         1.0764
        90.5916        26288.3        26305.4       0.969212         1.0764
        90.5999        26295.2        26312.3       0.969213         1.0764
        90.6083        26302.1        26319.1       0.969214         1.0764
        90.6166        26308.9          26326       0.969215         1.0764
        90.6249        26315.8        26332.8       0.969216         1.0764
        90.6333        26322.6        26339.7       0.969217         1.0764
        90.6416        26329.5        26346.6       0.969218         1.0764
        90.6499        26336.4        26353.4       0.969219         1.0764
        90.6583        26343.2        26360.3        0.96922         1.0764
        90.6666        26350.1        26367.2       0.969221         1.0764
        90.6749          26357          26374       0.969222         1.0764
        90.6833        26363.8        26380.9       0.969222         1.0764
        90.6916        26370.7        26387.8       0.969223        1.07641
        90.6999        26377.5        26394.6       0.969223        1.07641
        90.7082        26384.4        26401.5       0.969224        1.07641
        90.7166        26391.3        26408.3       0.969225        1.07641
        90.7249        26398.1        26415.2       0.969225        1.07641
        90.7332          26405        26422.1       0.969226        1.07641
        90.7416        26411.9        26428.9       0.969226        1.07641
        90.7499        26418.7        26435.8       0.969227        1.07641
        90.7582        26425.6        26442.7       0.969228        1.07642
        90.7666        26432.5        26449.5       0.969228        1.07642
        90.7749        26439.3        26456.4       0.969229        1.07642
        90.7832        26446.2        26463.3        0.96923        1.07642
        90.7916          26453        26470.1       0.969232        1.07642
        90.7999        26459.9          26477       0.969233        1.07642
        90.8082        26466.8        26483.8       0.969235        1.07643
        90.8166        26473.6        26490.7       0.969236        1.07643
        90.8249        26480.5        26497.6       0.969237        1.07643
        90.8332        26487.4        26504.4       0.969238        1.07643
        90.8415        26494.2        26511.3       0.969239        1.07643
        90.8499        26501.1        26518.2        0.96924        1.07643
        90.8582        26507.9          26525       0.969241        1.07643
        90.8665        26514.8        26531.9       0.969243        1.07644
        90.8749        26521.7        26538.8       0.969244        1.07644
        90.8832        26528.5        26545.6       0.969245        1.07644
        90.8915        26535.4        26552.5       0.969247        1.07644
        90.8999        26542.3        26559.3       0.969248        1.07644
        90.9082        26549.1        26566.2       0.969249        1.07644
        90.9165          26556        26573.1       0.969251        1.07644
        90.9249        26562.8        26579.9       0.969252        1.07644
        90.9332        26569.7        26586.8       0.969253        1.07644
        90.9415        26576.6        26593.7       0.969254        1.07644
        90.9499        26583.4        26600.5       0.969256        1.07645
        90.9582        26590.3        26607.4       0.969258        1.07645
        90.9665        26597.2        26614.2        0.96926        1.07645
        90.9748          26604        26621.1       0.969262        1.07645
        90.9832        26610.9          26628       0.969264        1.07645
        90.9915        26617.8        26634.8       0.969265        1.07645
        90.9998        26624.6        26641.7       0.969266        1.07645
        91.0082        26631.5        26648.6       0.969268        1.07645
        91.0165        26638.4        26655.4        0.96927        1.07645
        91.0248        26645.2        26662.3       0.969271        1.07645
        91.0332        26652.1        26669.2       0.969273        1.07645
        91.0415          26659          26676       0.969274        1.07645
        91.0498        26665.8        26682.9       0.969276        1.07646
        91.0582        26672.7        26689.7       0.969277        1.07646
        91.0665        26679.5        26696.6       0.969278        1.07646
        91.0748        26686.4        26703.5       0.969279        1.07646
        91.0832        26693.3        26710.3        0.96928        1.07646
        91.0915        26700.1        26717.2       0.969281        1.07646
        91.0998          26707        26724.1       0.969282        1.07646
        91.1081        26713.9        26730.9       0.969283        1.07646
        91.1165        26720.7        26737.8       0.969284        1.07646
        91.1248        26727.6        26744.7       0.969285        1.07646
        91.1331        26734.5        26751.5       0.969286        1.07646
        91.1415        26741.3        26758.4       0.969287        1.07646
        91.1498        26748.2        26765.3       0.969287        1.07646
        91.1581        26755.1        26772.1       0.969288        1.07646
        91.1665        26761.9          26779       0.969288        1.07646
        91.1748        26768.8        26785.8       0.969289        1.07647
        91.1831        26775.7        26792.7       0.969289        1.07647
        91.1915        26782.5        26799.6        0.96929        1.07647
        91.1998        26789.4        26806.4        0.96929        1.07647
        91.2081        26796.2        26813.3        0.96929        1.07647
        91.2165        26803.1        26820.2       0.969291        1.07647
        91.2248          26810          26827       0.969292        1.07647
        91.2331        26816.8        26833.9       0.969292        1.07647
        91.2414        26823.7        26840.8       0.969293        1.07648
        91.2498        26830.6        26847.6       0.969293        1.07648
        91.2581        26837.4        26854.5       0.969294        1.07648
        91.2664        26844.3        26861.4       0.969294        1.07648
        91.2748        26851.2        26868.2       0.969295        1.07648
        91.2831          26858        26875.1       0.969296        1.07648
        91.2914        26864.9          26882       0.969297        1.07649
        91.2998        26871.8        26888.8       0.969298        1.07649
        91.3081        26878.6        26895.7         0.9693        1.07649
        91.3164        26885.5        26902.6       0.969301        1.07649
        91.3248        26892.4        26909.4       0.969302        1.07649
        91.3331        26899.2        26916.3       0.969303        1.07649
        91.3414        26906.1        26923.2       0.969304        1.07649
        91.3498        26912.9          26930       0.969305         1.0765
        91.3581        26919.8        26936.9       0.969307         1.0765
        91.3664        26926.7        26943.8       0.969308         1.0765
        91.3747        26933.5        26950.6       0.969309         1.0765
        91.3831        26940.4        26957.5        0.96931         1.0765
        91.3914        26947.3        26964.4       0.969311         1.0765
        91.3997        26954.1        26971.2       0.969313         1.0765
        91.4081          26961        26978.1       0.969314         1.0765
        91.4164        26967.9        26984.9       0.969316         1.0765
        91.4247        26974.7        26991.8       0.969317        1.07651
        91.4331        26981.6        26998.7       0.969319        1.07651
        91.4414        26988.5        27005.5        0.96932        1.07651
        91.4497        26995.3        27012.4       0.969321        1.07651
        91.4581        27002.2        27019.3       0.969324        1.07651
        91.4664        27009.1        27026.1       0.969326        1.07651
        91.4747        27015.9          27033       0.969328        1.07651
        91.4831        27022.8        27039.9        0.96933        1.07651
        91.4914        27029.7        27046.7       0.969332        1.07651
        91.4997        27036.5        27053.6       0.969334        1.07651
         91.508        27043.4        27060.5       0.969335        1.07651
        91.5164        27050.3        27067.3       0.969337        1.07651
        91.5247        27057.1        27074.2       0.969339        1.07651
         91.533          27064          27081        0.96934        1.07651
        91.5414        27070.9        27087.9       0.969342        1.07652
        91.5497        27077.7        27094.8       0.969343        1.07652
         91.558        27084.6        27101.6       0.969345        1.07652
        91.5664        27091.5        27108.5       0.969346        1.07652
        91.5747        27098.3        27115.4       0.969347        1.07652
         91.583        27105.2        27122.2       0.969349        1.07652
        91.5914        27112.1        27129.1       0.969349        1.07652
        91.5997        27118.9          27136       0.969349        1.07652
         91.608        27125.8        27142.8        0.96935        1.07652
        91.6164        27132.6        27149.7        0.96935        1.07652
        91.6247        27139.5        27156.6       0.969351        1.07652
         91.633        27146.4        27163.4       0.969351        1.07652
        91.6413        27153.2        27170.3       0.969352        1.07652
        91.6497        27160.1        27177.2       0.969352        1.07652
         91.658          27167          27184       0.969353        1.07652
        91.6663        27173.8        27190.9       0.969354        1.07652
        91.6747        27180.7        27197.8       0.969354        1.07652
         91.683        27187.6        27204.6       0.969355        1.07652
        91.6913        27194.4        27211.5       0.969356        1.07652
        91.6997        27201.3        27218.4       0.969357        1.07653
         91.708        27208.2        27225.2       0.969358        1.07653
        91.7163          27215        27232.1       0.969359        1.07653
        91.7247        27221.9          27239        0.96936        1.07653
         91.733        27228.8        27245.8       0.969361        1.07653
        91.7413        27235.6        27252.7       0.969362        1.07653
        91.7497        27242.5        27259.6       0.969363        1.07653
         91.758        27249.4        27266.4       0.969364        1.07653
        91.7663        27256.2        27273.3       0.969364        1.07653
        91.7747        27263.1        27280.2       0.969365        1.07654
         91.783          27270          27287       0.969367        1.07654
        91.7913        27276.8        27293.9       0.969367        1.07654
        91.7996        27283.7        27300.8       0.969368        1.07654
         91.808        27290.6        27307.6       0.969369        1.07654
        91.8163        27297.4        27314.5        0.96937        1.07654
        91.8246        27304.3        27321.4       0.969371        1.07654
         91.833        27311.2        27328.2       0.969372        1.07654
        91.8413          27318        27335.1       0.969372        1.07654
        91.8496        27324.9          27342       0.969373        1.07654
         91.858        27331.8        27348.8       0.969374        1.07654
        91.8663        27338.6        27355.7       0.969375        1.07655
        91.8746        27345.5        27362.6       0.969376        1.07655
         91.883        27352.4        27369.4       0.969378        1.07655
        91.8913        27359.2        27376.3       0.969378        1.07655
        91.8996        27366.1        27383.2       0.969379        1.07655
         91.908          27373          27390        0.96938        1.07655
        91.9163        27379.8        27396.9       0.969381        1.07655
        91.9246        27386.7        27403.8       0.969382        1.07655
        91.9329        27393.6        27410.6       0.969383        1.07655
        91.9413        27400.4        27417.5       0.969384        1.07655
        91.9496        27407.3        27424.4       0.969385        1.07655
        91.9579        27414.2        27431.2       0.969386        1.07656
        91.9663          27421        27438.1       0.969388        1.07656
        91.9746        27427.9          27445       0.969389        1.07656
        91.9829        27434.8        27451.8        0.96939        1.07656
        91.9913        27441.6        27458.7       0.969391        1.07656
        91.9996        27448.5        27465.6       0.969392        1.07656
        92.0079        27455.4        27472.4       0.969393        1.07656
        92.0163        27462.2        27479.3       0.969394        1.07656
        92.0246        27469.1        27486.2       0.969395        1.07656
        92.0329          27476          27493       0.969396        1.07656
        92.0413        27482.8        27499.9       0.969397        1.07657
        92.0496        27489.7        27506.8       0.969398        1.07657
        92.0579        27496.6        27513.6       0.969399        1.07657
        92.0662        27503.4        27520.5       0.969401        1.07657
        92.0746        27510.3        27527.4       0.969402        1.07657
        92.0829        27517.2        27534.2       0.969403        1.07657
        92.0912          27524        27541.1       0.969404        1.07657
        92.0996        27530.9          27548       0.969405        1.07657
        92.1079        27537.8        27554.8       0.969406        1.07657
        92.1162        27544.6        27561.7       0.969407        1.07657
        92.1246        27551.5        27568.6       0.969408        1.07657
        92.1329        27558.4        27575.4       0.969409        1.07658
        92.1412        27565.2        27582.3        0.96941        1.07658
        92.1496        27572.1        27589.2       0.969411        1.07658
        92.1579          27579          27596       0.969413        1.07658
        92.1662        27585.8        27602.9       0.969414        1.07658
        92.1746        27592.7        27609.8       0.969415        1.07658
        92.1829        27599.6        27616.6       0.969416        1.07658
        92.1912        27606.4        27623.5       0.969418        1.07658
        92.1995        27613.3        27630.4       0.969419        1.07658
        92.2079        27620.2        27637.2       0.969421        1.07658
        92.2162          27627        27644.1       0.969422        1.07658
        92.2245        27633.9          27651       0.969423        1.07659
        92.2329        27640.8        27657.8       0.969424        1.07659
        92.2412        27647.6        27664.7       0.969426        1.07659
        92.2495        27654.5        27671.6       0.969426        1.07659
        92.2579        27661.4        27678.4       0.969427        1.07659
        92.2662        27668.2        27685.3       0.969428        1.07659
        92.2745        27675.1        27692.2       0.969428        1.07659
        92.2829          27682          27699       0.969429        1.07659
        92.2912        27688.8        27705.9       0.969429        1.07659
        92.2995        27695.7        27712.8       0.969429        1.07659
        92.3079        27702.6        27719.6        0.96943        1.07659
        92.3162        27709.4        27726.5       0.969431        1.07659
        92.3245        27716.3        27733.4       0.969432        1.07659
        92.3328        27723.2        27740.2       0.969433        1.07659
        92.3412          27730        27747.1       0.969434        1.07659
        92.3495        27736.9          27754       0.969434        1.07659
        92.3578        27743.8        27760.8       0.969435         1.0766
        92.3662        27750.7        27767.7       0.969436         1.0766
        92.3745        27757.5        27774.6       0.969437         1.0766
        92.3828        27764.4        27781.4       0.969437         1.0766
        92.3912        27771.3        27788.3       0.969438         1.0766
        92.3995        27778.1        27795.2       0.969439         1.0766
        92.4078          27785        27802.1        0.96944         1.0766
        92.4162        27791.9        27808.9        0.96944         1.0766
        92.4245        27798.7        27815.8       0.969441         1.0766
        92.4328        27805.6        27822.7       0.969442         1.0766
        92.4412        27812.5        27829.5       0.969442        1.07661
        92.4495        27819.3        27836.4       0.969443        1.07661
        92.4578        27826.2        27843.3       0.969444        1.07661
        92.4661        27833.1        27850.1       0.969444        1.07661
        92.4745        27839.9          27857       0.969445        1.07661
        92.4828        27846.8        27863.9       0.969445        1.07661
