C:\Users\jonathans\PycharmProjects\PSSEDYN\SampleSystem\OUT\out_dyntools_demo_bus154_fault.out
                     1              2              21             22      
        Time(s) ANGL 2[BUS 2 1 ANGL 3[BUS 3 1 VOLT 2 [BUS 2  VOLT 3 [BUS 3 
                       8.000]1        3.800]1        18.000]        13.800]
        28.2997       -219.946       -206.323       0.970188        1.07503
         28.308        -219.93       -206.308       0.970188        1.07503
        28.3163       -219.915       -206.292       0.970188        1.07503
        28.3247         -219.9       -206.277       0.970189        1.07503
         28.333       -219.885       -206.262       0.970189        1.07503
        28.3413       -219.869       -206.247       0.970189        1.07503
        28.3497       -219.854       -206.231       0.970189        1.07503
         28.358       -219.839       -206.216        0.97019        1.07503
        28.3663       -219.823       -206.201        0.97019        1.07504
        28.3747       -219.807       -206.185        0.97019        1.07504
         28.383       -219.792       -206.169        0.97019        1.07504
        28.3913       -219.776       -206.154       0.970191        1.07504
        28.3997        -219.76       -206.138       0.970191        1.07504
         28.408       -219.744       -206.122       0.970191        1.07504
        28.4163       -219.728       -206.106       0.970191        1.07504
        28.4247       -219.712        -206.09       0.970191        1.07504
         28.433       -219.696       -206.074       0.970192        1.07504
        28.4413        -219.68       -206.058       0.970192        1.07504
        28.4497       -219.664       -206.042       0.970192        1.07504
         28.458       -219.648       -206.026       0.970192        1.07504
        28.4663       -219.632        -206.01       0.970193        1.07504
        28.4747       -219.615       -205.993       0.970193        1.07504
         28.483       -219.599       -205.977       0.970193        1.07504
        28.4913       -219.582       -205.961       0.970193        1.07504
        28.4997       -219.566       -205.944       0.970194        1.07504
         28.508       -219.549       -205.928       0.970194        1.07504
        28.5163       -219.532       -205.911       0.970194        1.07504
        28.5247       -219.516       -205.894       0.970194        1.07504
         28.533       -219.499       -205.878       0.970195        1.07504
        28.5413       -219.482       -205.861       0.970195        1.07504
        28.5497       -219.465       -205.844       0.970195        1.07504
         28.558       -219.448       -205.827       0.970195        1.07504
        28.5663       -219.431        -205.81       0.970196        1.07504
        28.5746       -219.414       -205.793       0.970196        1.07504
         28.583       -219.397       -205.776       0.970196        1.07504
        28.5913        -219.38       -205.759       0.970196        1.07504
        28.5996       -219.362       -205.741       0.970196        1.07504
         28.608       -219.345       -205.724       0.970197        1.07504
        28.6163       -219.327       -205.707       0.970197        1.07504
        28.6246        -219.31       -205.689       0.970197        1.07504
         28.633       -219.292       -205.672       0.970197        1.07504
        28.6413       -219.275       -205.654       0.970198        1.07504
        28.6496       -219.257       -205.636       0.970198        1.07504
         28.658       -219.239       -205.619       0.970198        1.07504
        28.6663       -219.221       -205.601       0.970198        1.07504
        28.6746       -219.203       -205.583       0.970199        1.07504
         28.683       -219.185       -205.565       0.970199        1.07504
        28.6913       -219.167       -205.547       0.970199        1.07504
        28.6996       -219.149       -205.529       0.970199        1.07504
         28.708       -219.131       -205.511         0.9702        1.07504
        28.7163       -219.113       -205.493         0.9702        1.07504
        28.7246       -219.095       -205.475         0.9702        1.07504
         28.733       -219.076       -205.456         0.9702        1.07504
        28.7413       -219.058       -205.438         0.9702        1.07505
        28.7496       -219.039        -205.42       0.970201        1.07505
         28.758       -219.021       -205.401       0.970201        1.07505
        28.7663       -219.002       -205.383       0.970201        1.07505
        28.7746       -218.984       -205.364       0.970201        1.07505
         28.783       -218.965       -205.345       0.970202        1.07505
        28.7913       -218.946       -205.327       0.970202        1.07505
        28.7996       -218.927       -205.308       0.970202        1.07505
         28.808       -218.908       -205.289       0.970202        1.07505
        28.8163       -218.889        -205.27       0.970202        1.07505
        28.8246        -218.87       -205.251       0.970203        1.07505
         28.833       -218.851       -205.232       0.970203        1.07505
        28.8413       -218.832       -205.213       0.970203        1.07505
        28.8496       -218.813       -205.193       0.970203        1.07505
         28.858       -218.793       -205.174       0.970203        1.07505
        28.8663       -218.774       -205.155       0.970203        1.07505
        28.8746       -218.754       -205.135       0.970204        1.07505
         28.883       -218.735       -205.116       0.970204        1.07505
        28.8913       -218.715       -205.096       0.970204        1.07505
        28.8996       -218.696       -205.077       0.970204        1.07505
         28.908       -218.676       -205.057       0.970204        1.07505
        28.9163       -218.656       -205.037       0.970205        1.07505
        28.9246       -218.636       -205.018       0.970205        1.07505
         28.933       -218.616       -204.998       0.970205        1.07505
        28.9413       -218.596       -204.978       0.970205        1.07505
        28.9496       -218.576       -204.958       0.970205        1.07505
         28.958       -218.556       -204.938       0.970206        1.07505
        28.9663       -218.536       -204.918       0.970206        1.07505
        28.9746       -218.516       -204.898       0.970206        1.07505
         28.983       -218.495       -204.877       0.970206        1.07505
        28.9913       -218.475       -204.857       0.970206        1.07505
        28.9996       -218.455       -204.837       0.970207        1.07505
         29.008       -218.434       -204.816       0.970207        1.07505
        29.0163       -218.414       -204.796       0.970207        1.07505
        29.0246       -218.393       -204.775       0.970207        1.07505
         29.033       -218.372       -204.754       0.970207        1.07505
        29.0413       -218.351       -204.734       0.970207        1.07505
        29.0496       -218.331       -204.713       0.970208        1.07505
         29.058        -218.31       -204.692       0.970208        1.07505
        29.0663       -218.289       -204.671       0.970208        1.07505
        29.0746       -218.268        -204.65       0.970208        1.07505
         29.083       -218.247       -204.629       0.970208        1.07505
        29.0913       -218.225       -204.608       0.970209        1.07505
        29.0996       -218.204       -204.587       0.970209        1.07505
         29.108       -218.183       -204.566       0.970209        1.07505
        29.1163       -218.162       -204.544       0.970209        1.07505
        29.1246        -218.14       -204.523       0.970209        1.07505
         29.133       -218.119       -204.502        0.97021        1.07505
        29.1413       -218.097        -204.48        0.97021        1.07506
        29.1496       -218.075       -204.458        0.97021        1.07506
         29.158       -218.054       -204.437        0.97021        1.07506
        29.1663       -218.032       -204.415        0.97021        1.07506
        29.1746        -218.01       -204.393        0.97021        1.07506
         29.183       -217.988       -204.371       0.970211        1.07506
        29.1913       -217.966        -204.35       0.970211        1.07506
        29.1996       -217.944       -204.328       0.970211        1.07506
         29.208       -217.922       -204.306       0.970211        1.07506
        29.2163         -217.9       -204.283       0.970212        1.07506
        29.2246       -217.878       -204.261       0.970212        1.07506
         29.233       -217.855       -204.239       0.970212        1.07506
        29.2413       -217.833       -204.217       0.970212        1.07506
        29.2496       -217.811       -204.194       0.970212        1.07506
         29.258       -217.788       -204.172       0.970212        1.07506
        29.2663       -217.765       -204.149       0.970213        1.07506
        29.2746       -217.743       -204.127       0.970213        1.07506
         29.283        -217.72       -204.104       0.970213        1.07506
        29.2913       -217.697       -204.081       0.970213        1.07506
        29.2996       -217.674       -204.059       0.970213        1.07506
         29.308       -217.652       -204.036       0.970214        1.07506
        29.3163       -217.629       -204.013       0.970214        1.07506
        29.3246       -217.606        -203.99       0.970214        1.07506
         29.333       -217.582       -203.967       0.970214        1.07506
        29.3413       -217.559       -203.944       0.970214        1.07506
        29.3496       -217.536       -203.921       0.970214        1.07506
         29.358       -217.513       -203.897       0.970215        1.07506
        29.3663       -217.489       -203.874       0.970215        1.07506
        29.3746       -217.466       -203.851       0.970215        1.07506
         29.383       -217.442       -203.827       0.970215        1.07506
        29.3913       -217.419       -203.804       0.970215        1.07506
        29.3996       -217.395        -203.78       0.970216        1.07506
         29.408       -217.371       -203.756       0.970216        1.07506
        29.4163       -217.348       -203.733       0.970216        1.07506
        29.4246       -217.324       -203.709       0.970216        1.07506
         29.433         -217.3       -203.685       0.970216        1.07506
        29.4413       -217.276       -203.661       0.970217        1.07506
        29.4496       -217.252       -203.637       0.970217        1.07506
         29.458       -217.228       -203.613       0.970217        1.07506
        29.4663       -217.203       -203.589       0.970217        1.07506
        29.4746       -217.179       -203.565       0.970217        1.07506
         29.483       -217.155        -203.54       0.970218        1.07506
        29.4913       -217.131       -203.516       0.970218        1.07506
        29.4996       -217.106       -203.492       0.970218        1.07506
         29.508       -217.082       -203.467       0.970218        1.07506
        29.5163       -217.057       -203.443       0.970218        1.07506
        29.5246       -217.032       -203.418       0.970218        1.07506
         29.533       -217.008       -203.393       0.970219        1.07506
        29.5413       -216.983       -203.369       0.970219        1.07506
        29.5496       -216.958       -203.344       0.970219        1.07506
         29.558       -216.933       -203.319       0.970219        1.07507
        29.5663       -216.908       -203.294       0.970219        1.07507
        29.5746       -216.883       -203.269        0.97022        1.07507
         29.583       -216.858       -203.244        0.97022        1.07507
        29.5913       -216.833       -203.219        0.97022        1.07507
        29.5996       -216.807       -203.193        0.97022        1.07507
         29.608       -216.782       -203.168        0.97022        1.07507
        29.6163       -216.757       -203.143       0.970221        1.07507
        29.6246       -216.731       -203.117       0.970221        1.07507
         29.633       -216.706       -203.092       0.970221        1.07507
        29.6413        -216.68       -203.066       0.970221        1.07507
        29.6496       -216.654       -203.041       0.970221        1.07507
         29.658       -216.628       -203.015       0.970221        1.07507
        29.6663       -216.603       -202.989       0.970222        1.07507
        29.6746       -216.577       -202.963       0.970222        1.07507
         29.683       -216.551       -202.938       0.970222        1.07507
        29.6913       -216.525       -202.912       0.970222        1.07507
        29.6996       -216.499       -202.886       0.970222        1.07507
         29.708       -216.473       -202.859       0.970223        1.07507
        29.7163       -216.446       -202.833       0.970223        1.07507
        29.7246        -216.42       -202.807       0.970223        1.07507
         29.733       -216.394       -202.781       0.970223        1.07507
        29.7413       -216.367       -202.754       0.970223        1.07507
        29.7496       -216.341       -202.728       0.970224        1.07507
         29.758       -216.314       -202.701       0.970224        1.07507
        29.7663       -216.288       -202.675       0.970224        1.07507
        29.7746       -216.261       -202.648       0.970224        1.07507
         29.783       -216.234       -202.622       0.970224        1.07507
        29.7913       -216.207       -202.595       0.970224        1.07507
        29.7996        -216.18       -202.568       0.970225        1.07507
         29.808       -216.153       -202.541       0.970225        1.07507
        29.8163       -216.126       -202.514       0.970225        1.07507
        29.8246       -216.099       -202.487       0.970225        1.07507
         29.833       -216.072        -202.46       0.970225        1.07507
        29.8413       -216.045       -202.433       0.970226        1.07507
        29.8496       -216.018       -202.406       0.970226        1.07507
         29.858        -215.99       -202.378       0.970226        1.07507
        29.8663       -215.963       -202.351       0.970226        1.07507
        29.8746       -215.935       -202.323       0.970226        1.07507
         29.883       -215.908       -202.296       0.970227        1.07507
        29.8913        -215.88       -202.268       0.970227        1.07507
        29.8996       -215.852       -202.241       0.970227        1.07507
         29.908       -215.825       -202.213       0.970227        1.07507
        29.9163       -215.797       -202.185       0.970227        1.07507
        29.9246       -215.769       -202.157       0.970227        1.07507
         29.933       -215.741       -202.129       0.970227        1.07507
        29.9413       -215.713       -202.101       0.970228        1.07507
        29.9496       -215.685       -202.073       0.970228        1.07507
         29.958       -215.657       -202.045       0.970228        1.07507
        29.9663       -215.628       -202.017       0.970228        1.07507
        29.9746         -215.6       -201.989       0.970228        1.07507
         29.983       -215.572        -201.96       0.970228        1.07507
        29.9913       -215.543       -201.932       0.970228        1.07507
        29.9996       -215.515       -201.903       0.970228        1.07507
         30.008       -215.486       -201.875       0.970229        1.07507
        30.0163       -215.458       -201.846       0.970229        1.07508
        30.0246       -215.429       -201.818       0.970229        1.07508
         30.033         -215.4       -201.789       0.970229        1.07508
        30.0413       -215.371        -201.76       0.970229        1.07508
        30.0496       -215.342       -201.731       0.970229        1.07508
         30.058       -215.313       -201.702       0.970229        1.07508
        30.0663       -215.284       -201.673       0.970229        1.07508
        30.0746       -215.255       -201.644       0.970229        1.07508
         30.083       -215.226       -201.615        0.97023        1.07508
        30.0913       -215.197       -201.586        0.97023        1.07508
        30.0996       -215.168       -201.557        0.97023        1.07508
         30.108       -215.138       -201.527        0.97023        1.07508
        30.1163       -215.109       -201.498        0.97023        1.07508
        30.1246       -215.079       -201.468        0.97023        1.07508
         30.133        -215.05       -201.439        0.97023        1.07508
        30.1413        -215.02       -201.409        0.97023        1.07508
        30.1496        -214.99        -201.38        0.97023        1.07508
         30.158        -214.96        -201.35        0.97023        1.07508
        30.1663       -214.931        -201.32        0.97023        1.07508
        30.1746       -214.901        -201.29        0.97023        1.07508
         30.183       -214.871        -201.26        0.97023        1.07508
        30.1913       -214.841        -201.23        0.97023        1.07508
        30.1996       -214.811         -201.2        0.97023        1.07508
         30.208        -214.78        -201.17        0.97023        1.07508
        30.2163        -214.75        -201.14        0.97023        1.07508
        30.2246        -214.72        -201.11        0.97023        1.07508
         30.233        -214.69       -201.079        0.97023        1.07508
        30.2413       -214.659       -201.049        0.97023        1.07508
        30.2496       -214.629       -201.019        0.97023        1.07508
         30.258       -214.598       -200.988        0.97023        1.07508
        30.2663       -214.567       -200.957        0.97023        1.07508
        30.2746       -214.537       -200.927        0.97023        1.07508
         30.283       -214.506       -200.896        0.97023        1.07508
        30.2913       -214.475       -200.865        0.97023        1.07508
        30.2996       -214.444       -200.834        0.97023        1.07508
         30.308       -214.413       -200.803        0.97023        1.07508
        30.3163       -214.382       -200.772        0.97023        1.07508
        30.3246       -214.351       -200.741        0.97023        1.07508
         30.333        -214.32        -200.71        0.97023        1.07508
        30.3413       -214.289       -200.679        0.97023        1.07508
        30.3496       -214.257       -200.648        0.97023        1.07508
         30.358       -214.226       -200.616        0.97023        1.07508
        30.3663       -214.195       -200.585        0.97023        1.07508
        30.3746       -214.163       -200.554        0.97023        1.07508
         30.383       -214.132       -200.522       0.970229        1.07508
        30.3913         -214.1        -200.49       0.970229        1.07508
        30.3996       -214.068       -200.459       0.970229        1.07508
         30.408       -214.036       -200.427       0.970229        1.07508
        30.4163       -214.005       -200.395       0.970229        1.07508
        30.4246       -213.973       -200.363       0.970229        1.07508
         30.433       -213.941       -200.331       0.970229        1.07508
        30.4413       -213.909       -200.299       0.970229        1.07508
        30.4496       -213.877       -200.267       0.970229        1.07508
         30.458       -213.844       -200.235       0.970228        1.07508
        30.4663       -213.812       -200.203       0.970228        1.07508
        30.4746        -213.78       -200.171       0.970228        1.07508
         30.483       -213.748       -200.139       0.970228        1.07508
        30.4913       -213.715       -200.106       0.970228        1.07508
        30.4996       -213.683       -200.074       0.970228        1.07508
         30.508        -213.65       -200.041       0.970227        1.07508
        30.5163       -213.618       -200.009       0.970227        1.07508
        30.5246       -213.585       -199.976       0.970227        1.07508
         30.533       -213.552       -199.943       0.970227        1.07508
        30.5413       -213.519       -199.911       0.970227        1.07508
        30.5496       -213.486       -199.878       0.970227        1.07508
         30.558       -213.454       -199.845       0.970226        1.07507
        30.5663       -213.421       -199.812       0.970226        1.07507
        30.5746       -213.388       -199.779       0.970226        1.07507
         30.583       -213.354       -199.746       0.970226        1.07507
        30.5913       -213.321       -199.713       0.970225        1.07507
        30.5996       -213.288       -199.679       0.970225        1.07507
         30.608       -213.255       -199.646       0.970225        1.07507
        30.6163       -213.221       -199.613       0.970225        1.07507
        30.6246       -213.188       -199.579       0.970224        1.07507
         30.633       -213.154       -199.546       0.970224        1.07507
        30.6413       -213.121       -199.512       0.970224        1.07507
        30.6496       -213.087       -199.479       0.970224        1.07507
         30.658       -213.053       -199.445       0.970223        1.07507
        30.6663        -213.02       -199.411       0.970223        1.07507
        30.6746       -212.986       -199.377       0.970223        1.07507
         30.683       -212.952       -199.343       0.970222        1.07507
        30.6913       -212.918       -199.309       0.970222        1.07507
        30.6996       -212.884       -199.275       0.970222        1.07507
         30.708        -212.85       -199.241       0.970221        1.07507
        30.7163       -212.815       -199.207       0.970221        1.07507
        30.7246       -212.781       -199.173       0.970221        1.07507
         30.733       -212.747       -199.139        0.97022        1.07507
        30.7413       -212.713       -199.104        0.97022        1.07507
        30.7496       -212.678        -199.07        0.97022        1.07507
        30.7579       -212.644       -199.036       0.970219        1.07507
        30.7663       -212.609       -199.001       0.970219        1.07507
        30.7746       -212.575       -198.966       0.970219        1.07507
        30.7829        -212.54       -198.932       0.970218        1.07507
        30.7913       -212.505       -198.897       0.970218        1.07507
        30.7996        -212.47       -198.862       0.970217        1.07507
        30.8079       -212.435       -198.827       0.970217        1.07507
        30.8163         -212.4       -198.793       0.970217        1.07507
        30.8246       -212.365       -198.758       0.970216        1.07507
        30.8329        -212.33       -198.723       0.970216        1.07507
        30.8413       -212.295       -198.687       0.970215        1.07507
        30.8496        -212.26       -198.652       0.970215        1.07507
        30.8579       -212.225       -198.617       0.970214        1.07507
        30.8663       -212.189       -198.582       0.970214        1.07507
        30.8746       -212.154       -198.546       0.970214        1.07507
        30.8829       -212.119       -198.511       0.970213        1.07507
        30.8913       -212.083       -198.475       0.970212        1.07506
        30.8996       -212.048        -198.44       0.970212        1.07506
        30.9079       -212.012       -198.404       0.970212        1.07506
        30.9163       -211.976       -198.369       0.970211        1.07506
        30.9246        -211.94       -198.333        0.97021        1.07506
        30.9329       -211.905       -198.297        0.97021        1.07506
        30.9413       -211.869       -198.261       0.970209        1.07506
        30.9496       -211.833       -198.225       0.970209        1.07506
        30.9579       -211.797       -198.189       0.970208        1.07506
        30.9663       -211.761       -198.153       0.970208        1.07506
        30.9746       -211.725       -198.117       0.970207        1.07506
        30.9829       -211.688       -198.081       0.970207        1.07506
        30.9913       -211.652       -198.045       0.970206        1.07506
        30.9996       -211.616       -198.008       0.970206        1.07506
        31.0079       -211.579       -197.972       0.970205        1.07506
        31.0163       -211.543       -197.935       0.970205        1.07506
        31.0246       -211.506       -197.899       0.970204        1.07506
        31.0329        -211.47       -197.862       0.970203        1.07506
        31.0413       -211.433       -197.826       0.970203        1.07506
        31.0496       -211.396       -197.789       0.970202        1.07506
        31.0579        -211.36       -197.752       0.970202        1.07506
        31.0663       -211.323       -197.715       0.970201        1.07506
        31.0746       -211.286       -197.679         0.9702        1.07506
        31.0829       -211.249       -197.642         0.9702        1.07505
        31.0913       -211.212       -197.605       0.970199        1.07505
        31.0996       -211.175       -197.568       0.970198        1.07505
        31.1079       -211.138        -197.53       0.970198        1.07505
        31.1163         -211.1       -197.493       0.970197        1.07505
        31.1246       -211.063       -197.456       0.970196        1.07505
        31.1329       -211.026       -197.419       0.970196        1.07505
        31.1413       -210.988       -197.381       0.970195        1.07505
        31.1496       -210.951       -197.344       0.970194        1.07505
        31.1579       -210.913       -197.306       0.970194        1.07505
        31.1663       -210.876       -197.269       0.970193        1.07505
        31.1746       -210.838       -197.231       0.970192        1.07505
        31.1829         -210.8       -197.193       0.970192        1.07505
        31.1913       -210.763       -197.156       0.970191        1.07505
        31.1996       -210.725       -197.118        0.97019        1.07505
        31.2079       -210.687        -197.08       0.970189        1.07505
        31.2163       -210.649       -197.042       0.970189        1.07505
        31.2246       -210.611       -197.004       0.970188        1.07505
        31.2329       -210.573       -196.966       0.970187        1.07505
        31.2413       -210.535       -196.928       0.970186        1.07504
        31.2496       -210.496       -196.889       0.970186        1.07504
        31.2579       -210.458       -196.851       0.970185        1.07504
        31.2663        -210.42       -196.813       0.970184        1.07504
        31.2746       -210.381       -196.774       0.970183        1.07504
        31.2829       -210.343       -196.736       0.970183        1.07504
        31.2913       -210.304       -196.697       0.970182        1.07504
        31.2996       -210.266       -196.659       0.970181        1.07504
        31.3079       -210.227        -196.62        0.97018        1.07504
        31.3163       -210.188       -196.581       0.970179        1.07504
        31.3246        -210.15       -196.543       0.970179        1.07504
        31.3329       -210.111       -196.504       0.970178        1.07504
        31.3413       -210.072       -196.465       0.970177        1.07504
        31.3496       -210.033       -196.426       0.970176        1.07504
        31.3579       -209.994       -196.387       0.970176        1.07504
        31.3663       -209.955       -196.348       0.970175        1.07504
        31.3746       -209.916       -196.309       0.970174        1.07503
        31.3829       -209.876        -196.27       0.970173        1.07503
        31.3913       -209.837        -196.23       0.970172        1.07503
        31.3996       -209.798       -196.191       0.970171        1.07503
        31.4079       -209.758       -196.152        0.97017        1.07503
        31.4163       -209.719       -196.112       0.970169        1.07503
        31.4246       -209.679       -196.073       0.970169        1.07503
        31.4329        -209.64       -196.033       0.970168        1.07503
        31.4413         -209.6       -195.993       0.970167        1.07503
        31.4496       -209.561       -195.954       0.970166        1.07503
        31.4579       -209.521       -195.914       0.970165        1.07503
        31.4663       -209.481       -195.874       0.970164        1.07503
        31.4746       -209.441       -195.834       0.970163        1.07503
        31.4829       -209.401       -195.794       0.970162        1.07503
        31.4913       -209.361       -195.754       0.970161        1.07502
        31.4996       -209.321       -195.714        0.97016        1.07502
        31.5079       -209.281       -195.674        0.97016        1.07502
        31.5163       -209.241       -195.634       0.970159        1.07502
        31.5246         -209.2       -195.594       0.970158        1.07502
        31.5329        -209.16       -195.553       0.970157        1.07502
        31.5413        -209.12       -195.513       0.970156        1.07502
        31.5496       -209.079       -195.473       0.970155        1.07502
        31.5579       -209.039       -195.432       0.970154        1.07502
        31.5663       -208.998       -195.391       0.970153        1.07502
        31.5746       -208.958       -195.351       0.970152        1.07502
        31.5829       -208.917        -195.31       0.970151        1.07502
        31.5913       -208.876       -195.269        0.97015        1.07502
        31.5996       -208.835       -195.229       0.970149        1.07502
        31.6079       -208.794       -195.188       0.970148        1.07501
        31.6163       -208.754       -195.147       0.970147        1.07501
        31.6246       -208.713       -195.106       0.970146        1.07501
        31.6329       -208.672       -195.065       0.970145        1.07501
        31.6413        -208.63       -195.024       0.970144        1.07501
        31.6496       -208.589       -194.982       0.970143        1.07501
        31.6579       -208.548       -194.941       0.970142        1.07501
        31.6663       -208.507         -194.9       0.970141        1.07501
        31.6746       -208.465       -194.859        0.97014        1.07501
        31.6829       -208.424       -194.817       0.970139        1.07501
        31.6913       -208.382       -194.776       0.970138        1.07501
        31.6996       -208.341       -194.734       0.970137        1.07501
        31.7079       -208.299       -194.693       0.970136          1.075
        31.7163       -208.258       -194.651       0.970135          1.075
        31.7246       -208.216       -194.609       0.970134          1.075
        31.7329       -208.174       -194.567       0.970133          1.075
        31.7413       -208.132       -194.526       0.970132          1.075
        31.7496        -208.09       -194.484       0.970131          1.075
        31.7579       -208.048       -194.442        0.97013          1.075
        31.7663       -208.006         -194.4       0.970129          1.075
        31.7746       -207.964       -194.358       0.970128          1.075
        31.7829       -207.922       -194.316       0.970127          1.075
        31.7913        -207.88       -194.273       0.970126          1.075
        31.7996       -207.838       -194.231       0.970125          1.075
        31.8079       -207.795       -194.189       0.970124        1.07499
        31.8163       -207.753       -194.146       0.970123        1.07499
        31.8246       -207.711       -194.104       0.970121        1.07499
        31.8329       -207.668       -194.061        0.97012        1.07499
        31.8413       -207.626       -194.019       0.970119        1.07499
        31.8496       -207.583       -193.976       0.970118        1.07499
        31.8579        -207.54       -193.934       0.970117        1.07499
        31.8663       -207.498       -193.891       0.970116        1.07499
        31.8746       -207.455       -193.848       0.970115        1.07499
        31.8829       -207.412       -193.805       0.970114        1.07499
        31.8913       -207.369       -193.762       0.970113        1.07499
        31.8996       -207.326       -193.719       0.970112        1.07499
        31.9079       -207.283       -193.676       0.970111        1.07498
        31.9163        -207.24       -193.633       0.970109        1.07498
        31.9246       -207.197        -193.59       0.970108        1.07498
        31.9329       -207.153       -193.547       0.970107        1.07498
        31.9413        -207.11       -193.503       0.970106        1.07498
        31.9496       -207.067        -193.46       0.970105        1.07498
        31.9579       -207.023       -193.417       0.970104        1.07498
        31.9663        -206.98       -193.373       0.970103        1.07498
        31.9746       -206.936        -193.33       0.970102        1.07498
        31.9829       -206.893       -193.286       0.970101        1.07498
        31.9913       -206.849       -193.242         0.9701        1.07498
        31.9996       -206.806       -193.199       0.970098        1.07497
        32.0079       -206.762       -193.155       0.970097        1.07497
        32.0163       -206.718       -193.111       0.970096        1.07497
        32.0246       -206.674       -193.067       0.970095        1.07497
        32.0329        -206.63       -193.023       0.970094        1.07497
        32.0413       -206.586       -192.979       0.970093        1.07497
        32.0496       -206.542       -192.935       0.970092        1.07497
        32.0579       -206.498       -192.891       0.970091        1.07497
        32.0663       -206.454       -192.847       0.970089        1.07497
        32.0746        -206.41       -192.803       0.970088        1.07497
        32.0829       -206.365       -192.758       0.970087        1.07497
        32.0913       -206.321       -192.714       0.970086        1.07496
        32.0996       -206.277        -192.67       0.970085        1.07496
         32.108       -206.232       -192.625       0.970084        1.07496
        32.1163       -206.188       -192.581       0.970083        1.07496
        32.1246       -206.143       -192.536       0.970081        1.07496
         32.133       -206.098       -192.491        0.97008        1.07496
        32.1413       -206.054       -192.447       0.970079        1.07496
        32.1496       -206.009       -192.402       0.970078        1.07496
         32.158       -205.964       -192.357       0.970077        1.07496
        32.1663       -205.919       -192.312       0.970076        1.07496
        32.1746       -205.874       -192.267       0.970074        1.07496
         32.183       -205.829       -192.222       0.970073        1.07495
        32.1913       -205.784       -192.177       0.970072        1.07495
        32.1996       -205.739       -192.132       0.970071        1.07495
         32.208       -205.694       -192.087        0.97007        1.07495
        32.2163       -205.649       -192.042       0.970069        1.07495
        32.2246       -205.603       -191.996       0.970068        1.07495
         32.233       -205.558       -191.951       0.970066        1.07495
        32.2413       -205.513       -191.905       0.970065        1.07495
        32.2496       -205.467        -191.86       0.970064        1.07495
         32.258       -205.422       -191.814       0.970063        1.07495
        32.2663       -205.376       -191.769       0.970062        1.07494
        32.2747        -205.33       -191.723       0.970061        1.07494
         32.283       -205.285       -191.677       0.970059        1.07494
        32.2913       -205.239       -191.632       0.970058        1.07494
        32.2997       -205.193       -191.586       0.970057        1.07494
         32.308       -205.147        -191.54       0.970056        1.07494
        32.3163       -205.101       -191.494       0.970055        1.07494
        32.3247       -205.055       -191.448       0.970054        1.07494
         32.333       -205.009       -191.402       0.970053        1.07494
        32.3413       -204.963       -191.356       0.970051        1.07494
        32.3497       -204.917        -191.31        0.97005        1.07493
         32.358       -204.871       -191.263       0.970049        1.07493
        32.3663       -204.824       -191.217       0.970048        1.07493
        32.3747       -204.778       -191.171       0.970047        1.07493
         32.383       -204.732       -191.124       0.970046        1.07493
        32.3913       -204.685       -191.078       0.970044        1.07493
        32.3997       -204.639       -191.031       0.970043        1.07493
         32.408       -204.592       -190.985       0.970042        1.07493
        32.4164       -204.545       -190.938       0.970041        1.07493
        32.4247       -204.499       -190.891        0.97004        1.07493
         32.433       -204.452       -190.845       0.970039        1.07493
        32.4414       -204.405       -190.798       0.970038        1.07492
        32.4497       -204.358       -190.751       0.970036        1.07492
         32.458       -204.311       -190.704       0.970035        1.07492
        32.4664       -204.264       -190.657       0.970034        1.07492
        32.4747       -204.217        -190.61       0.970033        1.07492
         32.483        -204.17       -190.563       0.970032        1.07492
        32.4914       -204.123       -190.516       0.970031        1.07492
        32.4997       -204.076       -190.468       0.970029        1.07492
         32.508       -204.028       -190.421       0.970028        1.07492
        32.5164       -203.981       -190.374       0.970027        1.07492
        32.5247       -203.934       -190.326       0.970026        1.07491
         32.533       -203.886       -190.279       0.970025        1.07491
        32.5414       -203.839       -190.231       0.970024        1.07491
        32.5497       -203.791       -190.184       0.970023        1.07491
         32.558       -203.744       -190.136       0.970021        1.07491
        32.5664       -203.696       -190.088        0.97002        1.07491
        32.5747       -203.648       -190.041       0.970019        1.07491
        32.5831         -203.6       -189.993       0.970018        1.07491
        32.5914       -203.553       -189.945       0.970017        1.07491
        32.5997       -203.505       -189.897       0.970016        1.07491
        32.6081       -203.457       -189.849       0.970015        1.07491
        32.6164       -203.409       -189.801       0.970013         1.0749
        32.6247       -203.361       -189.753       0.970012         1.0749
        32.6331       -203.312       -189.705       0.970011         1.0749
        32.6414       -203.264       -189.657        0.97001         1.0749
        32.6497       -203.216       -189.608       0.970009         1.0749
        32.6581       -203.168        -189.56       0.970008         1.0749
        32.6664       -203.119       -189.512       0.970007         1.0749
        32.6747       -203.071       -189.463       0.970006         1.0749
        32.6831       -203.022       -189.415       0.970005         1.0749
        32.6914       -202.974       -189.366       0.970004         1.0749
        32.6997       -202.925       -189.317       0.970002        1.07489
        32.7081       -202.877       -189.269       0.970001        1.07489
        32.7164       -202.828        -189.22           0.97        1.07489
        32.7248       -202.779       -189.171       0.969999        1.07489
        32.7331        -202.73       -189.122       0.969998        1.07489
        32.7414       -202.681       -189.073       0.969997        1.07489
        32.7498       -202.632       -189.025       0.969996        1.07489
        32.7581       -202.583       -188.975       0.969995        1.07489
        32.7664       -202.534       -188.926       0.969994        1.07489
