# time;VOLT 2 [BUS 2 18.000]; VOLT 3 [BUS 3 13.800]; VOLT 2 [BUS 2 18.000]; VOLT 3 [BUS 3 13.800]; VOLT 7 [BUS 7 230.00]; VOLT 8 [BUS 8 230.00]; VOLT 9 [BUS 9 230.00]; VOLT 10 [10 34.500]; VOLT 11 [11 138.00]; VOLT 12 [12 34.500]
   -0.016667;     0.969942;     1.074813;     0.969942;     1.074813;     1.007226;     1.028398;     1.060424;     1.059276;     1.028398;     1.059276
   -0.008333;     0.969942;     1.074813;     0.969942;     1.074813;     1.007226;     1.028398;     1.060424;     1.059276;     1.028398;     1.059276
    0.000000;     0.969942;     1.074813;     0.969942;     1.074813;     1.007226;     1.028398;     1.060424;     1.059276;     1.028398;     1.059276
    0.008333;     0.969942;     1.074813;     0.969942;     1.074813;     1.007226;     1.028398;     1.060424;     1.059276;     1.028398;     1.059276
    0.016667;     0.969942;     1.074813;     0.969942;     1.074813;     1.007226;     1.028398;     1.060424;     1.059276;     1.028398;     1.059276
    0.025000;     0.969942;     1.074813;     0.969942;     1.074813;     1.007225;     1.028398;     1.060424;     1.059276;     1.028398;     1.059276
    0.033333;     0.969942;     1.074813;     0.969942;     1.074813;     1.007226;     1.028398;     1.060425;     1.059276;     1.028398;     1.059276
    0.041667;     0.969942;     1.074813;     0.969942;     1.074813;     1.007226;     1.028398;     1.060424;     1.059276;     1.028398;     1.059276
    0.050000;     0.969942;     1.074813;     0.969942;     1.074813;     1.007226;     1.028398;     1.060424;     1.059276;     1.028398;     1.059276
    0.058333;     0.969942;     1.074813;     0.969942;     1.074813;     1.007225;     1.028398;     1.060425;     1.059276;     1.028398;     1.059276
    0.066667;     0.969942;     1.074813;     0.969942;     1.074813;     1.007226;     1.028398;     1.060424;     1.059276;     1.028398;     1.059276
    0.075000;     0.969942;     1.074813;     0.969942;     1.074813;     1.007225;     1.028398;     1.060424;     1.059276;     1.028398;     1.059276
    0.083333;     0.969942;     1.074813;     0.969942;     1.074813;     1.007225;     1.028398;     1.060424;     1.059276;     1.028398;     1.059276
    0.091667;     0.969942;     1.074813;     0.969942;     1.074813;     1.007225;     1.028398;     1.060425;     1.059276;     1.028398;     1.059276
    0.100000;     0.969942;     1.074813;     0.969942;     1.074813;     1.007225;     1.028398;     1.060425;     1.059276;     1.028398;     1.059276
    0.108333;     0.969942;     1.074813;     0.969942;     1.074813;     1.007225;     1.028398;     1.060424;     1.059276;     1.028398;     1.059276
    0.116667;     0.969942;     1.074813;     0.969942;     1.074813;     1.007225;     1.028398;     1.060425;     1.059276;     1.028398;     1.059276
    0.125000;     0.969942;     1.074813;     0.969942;     1.074813;     1.007225;     1.028398;     1.060425;     1.059276;     1.028398;     1.059276
    0.133333;     0.969942;     1.074813;     0.969942;     1.074813;     1.007225;     1.028398;     1.060425;     1.059276;     1.028398;     1.059276
    0.141667;     0.969942;     1.074813;     0.969942;     1.074813;     1.007225;     1.028398;     1.060425;     1.059276;     1.028398;     1.059276
    0.150000;     0.969942;     1.074813;     0.969942;     1.074813;     1.007225;     1.028398;     1.060425;     1.059276;     1.028398;     1.059276
    0.158333;     0.969942;     1.074813;     0.969942;     1.074813;     1.007225;     1.028398;     1.060425;     1.059276;     1.028398;     1.059276
    0.166667;     0.969942;     1.074813;     0.969942;     1.074813;     1.007225;     1.028398;     1.060425;     1.059276;     1.028398;     1.059276
    0.175000;     0.969942;     1.074813;     0.969942;     1.074813;     1.007225;     1.028398;     1.060425;     1.059276;     1.028398;     1.059276
    0.183333;     0.969941;     1.074813;     0.969941;     1.074813;     1.007225;     1.028398;     1.060425;     1.059276;     1.028398;     1.059276
    0.191667;     0.969941;     1.074813;     0.969941;     1.074813;     1.007225;     1.028398;     1.060425;     1.059276;     1.028398;     1.059276
    0.200000;     0.969941;     1.074813;     0.969941;     1.074813;     1.007224;     1.028398;     1.060425;     1.059277;     1.028398;     1.059277
    0.208333;     0.969941;     1.074813;     0.969941;     1.074813;     1.007224;     1.028398;     1.060425;     1.059276;     1.028398;     1.059276
    0.216667;     0.969941;     1.074813;     0.969941;     1.074813;     1.007224;     1.028398;     1.060425;     1.059276;     1.028398;     1.059276
    0.225000;     0.969941;     1.074813;     0.969941;     1.074813;     1.007224;     1.028398;     1.060425;     1.059276;     1.028398;     1.059276
    0.233333;     0.969941;     1.074813;     0.969941;     1.074813;     1.007224;     1.028398;     1.060425;     1.059276;     1.028398;     1.059276
    0.241667;     0.969941;     1.074813;     0.969941;     1.074813;     1.007224;     1.028398;     1.060425;     1.059276;     1.028398;     1.059276
    0.250000;     0.969941;     1.074813;     0.969941;     1.074813;     1.007224;     1.028398;     1.060425;     1.059277;     1.028398;     1.059277
    0.258333;     0.969941;     1.074813;     0.969941;     1.074813;     1.007224;     1.028397;     1.060425;     1.059276;     1.028397;     1.059276
    0.266667;     0.969941;     1.074813;     0.969941;     1.074813;     1.007224;     1.028397;     1.060425;     1.059276;     1.028397;     1.059276
    0.275000;     0.969941;     1.074813;     0.969941;     1.074813;     1.007224;     1.028397;     1.060424;     1.059276;     1.028397;     1.059276
    0.283333;     0.969941;     1.074813;     0.969941;     1.074813;     1.007224;     1.028397;     1.060424;     1.059276;     1.028397;     1.059276
    0.291667;     0.969941;     1.074813;     0.969941;     1.074813;     1.007223;     1.028397;     1.060424;     1.059276;     1.028397;     1.059276
    0.300000;     0.969941;     1.074812;     0.969941;     1.074812;     1.007223;     1.028397;     1.060424;     1.059276;     1.028397;     1.059276
    0.308333;     0.969941;     1.074812;     0.969941;     1.074812;     1.007223;     1.028397;     1.060424;     1.059276;     1.028397;     1.059276
    0.316667;     0.969941;     1.074812;     0.969941;     1.074812;     1.007223;     1.028397;     1.060424;     1.059276;     1.028397;     1.059276
    0.325000;     0.969941;     1.074812;     0.969941;     1.074812;     1.007223;     1.028397;     1.060424;     1.059276;     1.028397;     1.059276
    0.333333;     0.969940;     1.074812;     0.969940;     1.074812;     1.007223;     1.028396;     1.060424;     1.059276;     1.028396;     1.059276
    0.341667;     0.969940;     1.074811;     0.969940;     1.074811;     1.007223;     1.028396;     1.060423;     1.059275;     1.028396;     1.059275
    0.350000;     0.969940;     1.074811;     0.969940;     1.074811;     1.007222;     1.028396;     1.060423;     1.059275;     1.028396;     1.059275
    0.358333;     0.969940;     1.074811;     0.969940;     1.074811;     1.007222;     1.028396;     1.060423;     1.059275;     1.028396;     1.059275
    0.366667;     0.969940;     1.074810;     0.969940;     1.074810;     1.007222;     1.028395;     1.060422;     1.059274;     1.028395;     1.059274
    0.375000;     0.969939;     1.074810;     0.969939;     1.074810;     1.007221;     1.028395;     1.060422;     1.059274;     1.028395;     1.059274
    0.383333;     0.969939;     1.074809;     0.969939;     1.074809;     1.007221;     1.028395;     1.060421;     1.059273;     1.028395;     1.059273
    0.391667;     0.969939;     1.074809;     0.969939;     1.074809;     1.007221;     1.028394;     1.060421;     1.059273;     1.028394;     1.059273
    0.400000;     0.969938;     1.074808;     0.969938;     1.074808;     1.007220;     1.028394;     1.060420;     1.059272;     1.028394;     1.059272
    0.408333;     0.969938;     1.074808;     0.969938;     1.074808;     1.007220;     1.028393;     1.060420;     1.059272;     1.028393;     1.059272
    0.416667;     0.969938;     1.074807;     0.969938;     1.074807;     1.007219;     1.028393;     1.060419;     1.059271;     1.028393;     1.059271
    0.425000;     0.969937;     1.074806;     0.969937;     1.074806;     1.007219;     1.028392;     1.060418;     1.059271;     1.028392;     1.059271
    0.433333;     0.969936;     1.074805;     0.969936;     1.074805;     1.007218;     1.028391;     1.060418;     1.059270;     1.028391;     1.059270
    0.441667;     0.969936;     1.074804;     0.969936;     1.074804;     1.007217;     1.028391;     1.060417;     1.059269;     1.028391;     1.059269
    0.450000;     0.969935;     1.074803;     0.969935;     1.074803;     1.007216;     1.028390;     1.060416;     1.059268;     1.028390;     1.059268
    0.458333;     0.969934;     1.074802;     0.969934;     1.074802;     1.007215;     1.028389;     1.060415;     1.059267;     1.028389;     1.059267
    0.466667;     0.969933;     1.074801;     0.969933;     1.074801;     1.007215;     1.028388;     1.060414;     1.059266;     1.028388;     1.059266
    0.475000;     0.969933;     1.074800;     0.969933;     1.074800;     1.007214;     1.028387;     1.060413;     1.059265;     1.028387;     1.059265
    0.483333;     0.969932;     1.074799;     0.969932;     1.074799;     1.007213;     1.028386;     1.060412;     1.059264;     1.028386;     1.059264
    0.491667;     0.969931;     1.074798;     0.969931;     1.074798;     1.007212;     1.028385;     1.060411;     1.059263;     1.028385;     1.059263
    0.500000;     0.969929;     1.074797;     0.969929;     1.074797;     1.007210;     1.028384;     1.060410;     1.059262;     1.028384;     1.059262
    0.508333;     0.969928;     1.074795;     0.969928;     1.074795;     1.007209;     1.028382;     1.060408;     1.059260;     1.028382;     1.059260
    0.516667;     0.969927;     1.074794;     0.969927;     1.074794;     1.007208;     1.028381;     1.060407;     1.059259;     1.028381;     1.059259
    0.525000;     0.969926;     1.074793;     0.969926;     1.074793;     1.007206;     1.028380;     1.060406;     1.059258;     1.028380;     1.059258
    0.533333;     0.969924;     1.074791;     0.969924;     1.074791;     1.007205;     1.028378;     1.060404;     1.059256;     1.028378;     1.059256
    0.541667;     0.969922;     1.074789;     0.969922;     1.074789;     1.007203;     1.028377;     1.060403;     1.059255;     1.028377;     1.059255
    0.550000;     0.969921;     1.074788;     0.969921;     1.074788;     1.007202;     1.028375;     1.060401;     1.059253;     1.028375;     1.059253
    0.558333;     0.969919;     1.074786;     0.969919;     1.074786;     1.007200;     1.028373;     1.060399;     1.059251;     1.028373;     1.059251
    0.566666;     0.969917;     1.074784;     0.969917;     1.074784;     1.007198;     1.028371;     1.060397;     1.059249;     1.028371;     1.059249
    0.575000;     0.969915;     1.074782;     0.969915;     1.074782;     1.007196;     1.028369;     1.060395;     1.059247;     1.028369;     1.059247
    0.583333;     0.969913;     1.074780;     0.969913;     1.074780;     1.007194;     1.028367;     1.060393;     1.059245;     1.028367;     1.059245
    0.591666;     0.969911;     1.074778;     0.969911;     1.074778;     1.007192;     1.028365;     1.060391;     1.059243;     1.028365;     1.059243
    0.600000;     0.969909;     1.074776;     0.969909;     1.074776;     1.007189;     1.028363;     1.060389;     1.059241;     1.028363;     1.059241
    0.608333;     0.969906;     1.074774;     0.969906;     1.074774;     1.007187;     1.028360;     1.060387;     1.059239;     1.028360;     1.059239
    0.616666;     0.969904;     1.074771;     0.969904;     1.074771;     1.007185;     1.028358;     1.060384;     1.059236;     1.028358;     1.059236
    0.625000;     0.969901;     1.074769;     0.969901;     1.074769;     1.007182;     1.028355;     1.060382;     1.059234;     1.028355;     1.059234
    0.633333;     0.969899;     1.074767;     0.969899;     1.074767;     1.007179;     1.028353;     1.060379;     1.059231;     1.028353;     1.059231
    0.641666;     0.969896;     1.074764;     0.969896;     1.074764;     1.007176;     1.028350;     1.060377;     1.059229;     1.028350;     1.059229
    0.650000;     0.969893;     1.074762;     0.969893;     1.074762;     1.007174;     1.028347;     1.060374;     1.059226;     1.028347;     1.059226
    0.658333;     0.969890;     1.074759;     0.969890;     1.074759;     1.007171;     1.028344;     1.060371;     1.059223;     1.028344;     1.059223
    0.666666;     0.969887;     1.074756;     0.969887;     1.074756;     1.007167;     1.028341;     1.060368;     1.059221;     1.028341;     1.059221
    0.675000;     0.969883;     1.074753;     0.969883;     1.074753;     1.007164;     1.028338;     1.060365;     1.059217;     1.028338;     1.059217
    0.683333;     0.969880;     1.074750;     0.969880;     1.074750;     1.007161;     1.028335;     1.060362;     1.059214;     1.028335;     1.059214
    0.691666;     0.969876;     1.074747;     0.969876;     1.074747;     1.007157;     1.028332;     1.060359;     1.059211;     1.028332;     1.059211
    0.700000;     0.969873;     1.074744;     0.969873;     1.074744;     1.007154;     1.028328;     1.060356;     1.059208;     1.028328;     1.059208
    0.708333;     0.969869;     1.074741;     0.969869;     1.074741;     1.007150;     1.028324;     1.060353;     1.059205;     1.028324;     1.059205
    0.716666;     0.969865;     1.074738;     0.969865;     1.074738;     1.007146;     1.028321;     1.060349;     1.059201;     1.028321;     1.059201
    0.725000;     0.969861;     1.074734;     0.969861;     1.074734;     1.007143;     1.028317;     1.060346;     1.059198;     1.028317;     1.059198
    0.733333;     0.969857;     1.074731;     0.969857;     1.074731;     1.007139;     1.028313;     1.060342;     1.059194;     1.028313;     1.059194
    0.741666;     0.969853;     1.074727;     0.969853;     1.074727;     1.007134;     1.028309;     1.060338;     1.059190;     1.028309;     1.059190
    0.750000;     0.969848;     1.074722;     0.969848;     1.074722;     1.007128;     1.028302;     1.060332;     1.059184;     1.028302;     1.059184
    0.758333;     0.969843;     1.074718;     0.969843;     1.074718;     1.007124;     1.028298;     1.060328;     1.059180;     1.028298;     1.059180
    0.766666;     0.969839;     1.074715;     0.969839;     1.074715;     1.007119;     1.028294;     1.060324;     1.059176;     1.028294;     1.059176
    0.775000;     0.969834;     1.074711;     0.969834;     1.074711;     1.007115;     1.028289;     1.060320;     1.059172;     1.028289;     1.059172
    0.783333;     0.969829;     1.074707;     0.969829;     1.074707;     1.007110;     1.028285;     1.060316;     1.059168;     1.028285;     1.059168
    0.791666;     0.969824;     1.074703;     0.969824;     1.074703;     1.007105;     1.028280;     1.060311;     1.059163;     1.028280;     1.059163
    0.800000;     0.969819;     1.074698;     0.969819;     1.074698;     1.007100;     1.028275;     1.060307;     1.059159;     1.028275;     1.059159
    0.808333;     0.969814;     1.074694;     0.969814;     1.074694;     1.007095;     1.028270;     1.060302;     1.059154;     1.028270;     1.059154
    0.816666;     0.969809;     1.074690;     0.969809;     1.074690;     1.007090;     1.028265;     1.060298;     1.059150;     1.028265;     1.059150
    0.825000;     0.969804;     1.074685;     0.969804;     1.074685;     1.007085;     1.028260;     1.060293;     1.059145;     1.028260;     1.059145
    0.833333;     0.969798;     1.074681;     0.969798;     1.074681;     1.007080;     1.028255;     1.060288;     1.059140;     1.028255;     1.059140
    0.841666;     0.969792;     1.074676;     0.969792;     1.074676;     1.007074;     1.028250;     1.060283;     1.059135;     1.028250;     1.059135
    0.850000;     0.969787;     1.074672;     0.969787;     1.074672;     1.007069;     1.028245;     1.060278;     1.059130;     1.028245;     1.059130
    0.858333;     0.969781;     1.074667;     0.969781;     1.074667;     1.007063;     1.028239;     1.060273;     1.059125;     1.028239;     1.059125
    0.866666;     0.969775;     1.074662;     0.969775;     1.074662;     1.007058;     1.028234;     1.060268;     1.059120;     1.028234;     1.059120
    0.875000;     0.969769;     1.074657;     0.969769;     1.074657;     1.007052;     1.028228;     1.060263;     1.059115;     1.028228;     1.059115
    0.883333;     0.969763;     1.074652;     0.969763;     1.074652;     1.007046;     1.028223;     1.060258;     1.059110;     1.028223;     1.059110
    0.891666;     0.969757;     1.074647;     0.969757;     1.074647;     1.007040;     1.028216;     1.060252;     1.059104;     1.028216;     1.059104
    0.899999;     0.969751;     1.074642;     0.969751;     1.074642;     1.007034;     1.028211;     1.060247;     1.059098;     1.028211;     1.059098
    0.908333;     0.969744;     1.074637;     0.969744;     1.074637;     1.007028;     1.028205;     1.060241;     1.059093;     1.028205;     1.059093
    0.916666;     0.969738;     1.074631;     0.969738;     1.074631;     1.007021;     1.028198;     1.060236;     1.059087;     1.028198;     1.059087
    0.924999;     0.969731;     1.074626;     0.969731;     1.074626;     1.007015;     1.028192;     1.060230;     1.059082;     1.028192;     1.059082
    0.933333;     0.969724;     1.074620;     0.969724;     1.074620;     1.007008;     1.028186;     1.060224;     1.059076;     1.028186;     1.059076
    0.941666;     0.969718;     1.074615;     0.969718;     1.074615;     1.007002;     1.028180;     1.060218;     1.059070;     1.028180;     1.059070
    0.949999;     0.969711;     1.074609;     0.969711;     1.074609;     1.006995;     1.028173;     1.060212;     1.059064;     1.028173;     1.059064
    0.958333;     0.969704;     1.074604;     0.969704;     1.074604;     1.006988;     1.028167;     1.060206;     1.059058;     1.028167;     1.059058
    0.966666;     0.969697;     1.074598;     0.969697;     1.074598;     1.006982;     1.028160;     1.060200;     1.059052;     1.028160;     1.059052
    0.974999;     0.969690;     1.074592;     0.969690;     1.074592;     1.006975;     1.028153;     1.060194;     1.059045;     1.028153;     1.059045
    0.983333;     0.969682;     1.074586;     0.969682;     1.074586;     1.006968;     1.028147;     1.060187;     1.059039;     1.028147;     1.059039
    0.991666;     0.969675;     1.074580;     0.969675;     1.074580;     1.006961;     1.028140;     1.060181;     1.059033;     1.028140;     1.059033
    0.999999;     0.969668;     1.074574;     0.969668;     1.074574;     1.006953;     1.028133;     1.060175;     1.059026;     1.028133;     1.059026
    1.008333;     0.969660;     1.074568;     0.969660;     1.074568;     1.006946;     1.028126;     1.060168;     1.059020;     1.028126;     1.059020
    1.016666;     0.969652;     1.074562;     0.969652;     1.074562;     1.006939;     1.028118;     1.060161;     1.059013;     1.028118;     1.059013
    1.024999;     0.969645;     1.074556;     0.969645;     1.074556;     1.006931;     1.028111;     1.060155;     1.059006;     1.028111;     1.059006
    1.033333;     0.969637;     1.074550;     0.969637;     1.074550;     1.006924;     1.028104;     1.060148;     1.059000;     1.028104;     1.059000
    1.041666;     0.969629;     1.074543;     0.969629;     1.074543;     1.006916;     1.028097;     1.060141;     1.058993;     1.028097;     1.058993
    1.049999;     0.969621;     1.074537;     0.969621;     1.074537;     1.006908;     1.028089;     1.060134;     1.058986;     1.028089;     1.058986
    1.058333;     0.969613;     1.074530;     0.969613;     1.074530;     1.006901;     1.028082;     1.060127;     1.058979;     1.028082;     1.058979
    1.066666;     0.969605;     1.074524;     0.969605;     1.074524;     1.006893;     1.028074;     1.060120;     1.058972;     1.028074;     1.058972
    1.074999;     0.969597;     1.074517;     0.969597;     1.074517;     1.006885;     1.028067;     1.060113;     1.058965;     1.028067;     1.058965
    1.083333;     0.969589;     1.074511;     0.969589;     1.074511;     1.006877;     1.028059;     1.060106;     1.058958;     1.028059;     1.058958
    1.091666;     0.969580;     1.074504;     0.969580;     1.074504;     1.006869;     1.028051;     1.060099;     1.058951;     1.028051;     1.058951
    1.099999;     0.969572;     1.074497;     0.969572;     1.074497;     1.006861;     1.028043;     1.060092;     1.058944;     1.028043;     1.058944
    1.108333;     0.969563;     1.074490;     0.969563;     1.074490;     1.006853;     1.028035;     1.060084;     1.058936;     1.028035;     1.058936
    1.116666;     0.969555;     1.074484;     0.969555;     1.074484;     1.006844;     1.028027;     1.060077;     1.058929;     1.028027;     1.058929
    1.124999;     0.969546;     1.074477;     0.969546;     1.074477;     1.006836;     1.028019;     1.060070;     1.058921;     1.028019;     1.058921
    1.133333;     0.969537;     1.074469;     0.969537;     1.074469;     1.006827;     1.028011;     1.060062;     1.058914;     1.028011;     1.058914
    1.141666;     0.969529;     1.074463;     0.969529;     1.074463;     1.006819;     1.028003;     1.060055;     1.058906;     1.028003;     1.058906
    1.149999;     0.969520;     1.074455;     0.969520;     1.074455;     1.006810;     1.027995;     1.060047;     1.058899;     1.027995;     1.058899
    1.158333;     0.969511;     1.074448;     0.969511;     1.074448;     1.006802;     1.027986;     1.060039;     1.058891;     1.027986;     1.058891
    1.166666;     0.969502;     1.074441;     0.969502;     1.074441;     1.006793;     1.027978;     1.060031;     1.058883;     1.027978;     1.058883
    1.174999;     0.969493;     1.074434;     0.969493;     1.074434;     1.006784;     1.027969;     1.060024;     1.058876;     1.027969;     1.058876
    1.183333;     0.969484;     1.074426;     0.969484;     1.074426;     1.006776;     1.027961;     1.060016;     1.058868;     1.027961;     1.058868
    1.191666;     0.969475;     1.074419;     0.969475;     1.074419;     1.006767;     1.027952;     1.060008;     1.058860;     1.027952;     1.058860
    1.199999;     0.969465;     1.074412;     0.969465;     1.074412;     1.006758;     1.027944;     1.060000;     1.058852;     1.027944;     1.058852
    1.208333;     0.969456;     1.074404;     0.969456;     1.074404;     1.006749;     1.027935;     1.059992;     1.058844;     1.027935;     1.058844
    1.216666;     0.969447;     1.074397;     0.969447;     1.074397;     1.006740;     1.027926;     1.059984;     1.058836;     1.027926;     1.058836
    1.224999;     0.969437;     1.074389;     0.969437;     1.074389;     1.006731;     1.027917;     1.059976;     1.058828;     1.027917;     1.058828
    1.233333;     0.969428;     1.074382;     0.969428;     1.074382;     1.006722;     1.027909;     1.059968;     1.058819;     1.027909;     1.058819
    1.241666;     0.969418;     1.074374;     0.969418;     1.074374;     1.006712;     1.027900;     1.059960;     1.058811;     1.027900;     1.058811
    1.249999;     0.969409;     1.074366;     0.969409;     1.074366;     1.006703;     1.027891;     1.059951;     1.058803;     1.027891;     1.058803
    1.258332;     0.969399;     1.074359;     0.969399;     1.074359;     1.006694;     1.027882;     1.059943;     1.058795;     1.027882;     1.058795
    1.266666;     0.969389;     1.074351;     0.969389;     1.074351;     1.006685;     1.027873;     1.059935;     1.058787;     1.027873;     1.058787
    1.274999;     0.969380;     1.074343;     0.969380;     1.074343;     1.006675;     1.027864;     1.059926;     1.058778;     1.027864;     1.058778
    1.283332;     0.969370;     1.074335;     0.969370;     1.074335;     1.006666;     1.027855;     1.059918;     1.058770;     1.027855;     1.058770
    1.291666;     0.969360;     1.074327;     0.969360;     1.074327;     1.006656;     1.027846;     1.059909;     1.058761;     1.027846;     1.058761
    1.299999;     0.969350;     1.074319;     0.969350;     1.074319;     1.006647;     1.027836;     1.059901;     1.058753;     1.027836;     1.058753
    1.308332;     0.969340;     1.074312;     0.969340;     1.074312;     1.006637;     1.027827;     1.059893;     1.058744;     1.027827;     1.058744
    1.316666;     0.969330;     1.074304;     0.969330;     1.074304;     1.006628;     1.027818;     1.059884;     1.058736;     1.027818;     1.058736
    1.324999;     0.969320;     1.074296;     0.969320;     1.074296;     1.006618;     1.027809;     1.059875;     1.058727;     1.027809;     1.058727
    1.333332;     0.969310;     1.074288;     0.969310;     1.074288;     1.006608;     1.027799;     1.059867;     1.058718;     1.027799;     1.058718
    1.341666;     0.969300;     1.074280;     0.969300;     1.074280;     1.006599;     1.027790;     1.059858;     1.058710;     1.027790;     1.058710
    1.349999;     0.969290;     1.074271;     0.969290;     1.074271;     1.006589;     1.027780;     1.059849;     1.058701;     1.027780;     1.058701
    1.358332;     0.969280;     1.074263;     0.969280;     1.074263;     1.006579;     1.027771;     1.059841;     1.058692;     1.027771;     1.058692
    1.366666;     0.969270;     1.074255;     0.969270;     1.074255;     1.006570;     1.027761;     1.059832;     1.058684;     1.027761;     1.058684
    1.374999;     0.969260;     1.074247;     0.969260;     1.074247;     1.006560;     1.027752;     1.059823;     1.058675;     1.027752;     1.058675
    1.383332;     0.969249;     1.074239;     0.969249;     1.074239;     1.006550;     1.027742;     1.059814;     1.058666;     1.027742;     1.058666
    1.391666;     0.969239;     1.074231;     0.969239;     1.074231;     1.006540;     1.027733;     1.059806;     1.058657;     1.027733;     1.058657
    1.399999;     0.969229;     1.074222;     0.969229;     1.074222;     1.006530;     1.027723;     1.059796;     1.058648;     1.027723;     1.058648
    1.408332;     0.969219;     1.074214;     0.969219;     1.074214;     1.006520;     1.027714;     1.059788;     1.058639;     1.027714;     1.058639
    1.416666;     0.969208;     1.074206;     0.969208;     1.074206;     1.006510;     1.027704;     1.059779;     1.058630;     1.027704;     1.058630
    1.424999;     0.969198;     1.074197;     0.969198;     1.074197;     1.006500;     1.027694;     1.059770;     1.058622;     1.027694;     1.058622
    1.433332;     0.969187;     1.074189;     0.969187;     1.074189;     1.006490;     1.027684;     1.059761;     1.058613;     1.027684;     1.058613
    1.441666;     0.969177;     1.074181;     0.969177;     1.074181;     1.006480;     1.027675;     1.059752;     1.058604;     1.027675;     1.058604
    1.449999;     0.969167;     1.074172;     0.969167;     1.074172;     1.006470;     1.027665;     1.059743;     1.058595;     1.027665;     1.058595
    1.458332;     0.969156;     1.074164;     0.969156;     1.074164;     1.006460;     1.027655;     1.059734;     1.058586;     1.027655;     1.058586
    1.466666;     0.969146;     1.074156;     0.969146;     1.074156;     1.006450;     1.027645;     1.059725;     1.058577;     1.027645;     1.058577
    1.474999;     0.969135;     1.074147;     0.969135;     1.074147;     1.006440;     1.027636;     1.059716;     1.058568;     1.027636;     1.058568
    1.483332;     0.969125;     1.074139;     0.969125;     1.074139;     1.006429;     1.027626;     1.059707;     1.058559;     1.027626;     1.058559
    1.491666;     0.969114;     1.074130;     0.969114;     1.074130;     1.006419;     1.027616;     1.059698;     1.058549;     1.027616;     1.058549
    1.499999;     0.969104;     1.074122;     0.969104;     1.074122;     1.006409;     1.027606;     1.059689;     1.058540;     1.027606;     1.058540
    1.508332;     0.969093;     1.074113;     0.969093;     1.074113;     1.006399;     1.027596;     1.059680;     1.058531;     1.027596;     1.058531
    1.516666;     0.969082;     1.074105;     0.969082;     1.074105;     1.006389;     1.027587;     1.059670;     1.058522;     1.027587;     1.058522
    1.524999;     0.969072;     1.074097;     0.969072;     1.074097;     1.006379;     1.027577;     1.059661;     1.058513;     1.027577;     1.058513
    1.533332;     0.969061;     1.074088;     0.969061;     1.074088;     1.006368;     1.027567;     1.059652;     1.058504;     1.027567;     1.058504
    1.541666;     0.969051;     1.074080;     0.969051;     1.074080;     1.006358;     1.027557;     1.059643;     1.058495;     1.027557;     1.058495
    1.549999;     0.969040;     1.074071;     0.969040;     1.074071;     1.006348;     1.027547;     1.059634;     1.058486;     1.027547;     1.058486
    1.558332;     0.969030;     1.074063;     0.969030;     1.074063;     1.006338;     1.027537;     1.059625;     1.058477;     1.027537;     1.058477
    1.566666;     0.969019;     1.074054;     0.969019;     1.074054;     1.006328;     1.027527;     1.059616;     1.058468;     1.027527;     1.058468
    1.574999;     0.969009;     1.074046;     0.969009;     1.074046;     1.006317;     1.027518;     1.059607;     1.058458;     1.027518;     1.058458
    1.583332;     0.968998;     1.074037;     0.968998;     1.074037;     1.006307;     1.027508;     1.059597;     1.058449;     1.027508;     1.058449
    1.591666;     0.968987;     1.074029;     0.968987;     1.074029;     1.006297;     1.027498;     1.059589;     1.058440;     1.027498;     1.058440
    1.599999;     0.968977;     1.074020;     0.968977;     1.074020;     1.006287;     1.027488;     1.059579;     1.058431;     1.027488;     1.058431
    1.608332;     0.968966;     1.074012;     0.968966;     1.074012;     1.006277;     1.027478;     1.059570;     1.058422;     1.027478;     1.058422
    1.616665;     0.968956;     1.074003;     0.968956;     1.074003;     1.006266;     1.027468;     1.059561;     1.058413;     1.027468;     1.058413
    1.624999;     0.968945;     1.073995;     0.968945;     1.073995;     1.006256;     1.027459;     1.059552;     1.058404;     1.027459;     1.058404
    1.633332;     0.968935;     1.073986;     0.968935;     1.073986;     1.006246;     1.027449;     1.059543;     1.058395;     1.027449;     1.058395
    1.641665;     0.968924;     1.073978;     0.968924;     1.073978;     1.006236;     1.027439;     1.059534;     1.058386;     1.027439;     1.058386
    1.649999;     0.968914;     1.073969;     0.968914;     1.073969;     1.006226;     1.027429;     1.059525;     1.058377;     1.027429;     1.058377
    1.658332;     0.968903;     1.073961;     0.968903;     1.073961;     1.006216;     1.027419;     1.059516;     1.058367;     1.027419;     1.058367
    1.666665;     0.968893;     1.073953;     0.968893;     1.073953;     1.006206;     1.027409;     1.059507;     1.058358;     1.027409;     1.058358
    1.674999;     0.968882;     1.073944;     0.968882;     1.073944;     1.006195;     1.027399;     1.059498;     1.058349;     1.027399;     1.058349
    1.683332;     0.968872;     1.073936;     0.968872;     1.073936;     1.006185;     1.027390;     1.059489;     1.058340;     1.027390;     1.058340
    1.691665;     0.968861;     1.073927;     0.968861;     1.073927;     1.006175;     1.027380;     1.059480;     1.058331;     1.027380;     1.058331
    1.699999;     0.968851;     1.073919;     0.968851;     1.073919;     1.006165;     1.027370;     1.059471;     1.058322;     1.027370;     1.058322
    1.708332;     0.968840;     1.073910;     0.968840;     1.073910;     1.006155;     1.027361;     1.059461;     1.058313;     1.027361;     1.058313
    1.716665;     0.968830;     1.073902;     0.968830;     1.073902;     1.006145;     1.027351;     1.059453;     1.058304;     1.027351;     1.058304
